,Text,Emotion
9335,@Jamiebower first second on #WillTNT is music to my ears 😭❤️ #shaking #missedyou,fear
4759,@Cherie_Fitz it's being extremely playful,joy
2534,Lady gaga fucking followed i have been waiting for this day for ages it fucking happened im shaking thank you so much @ladygaga ❤️,fear
10589,@TomLoy247 @247Sports So depressing.. started out so strong.. need to win some games and get back on track,sadness
2257,Forgot to plug the phone in overnight ,fear
4313,"Meanwhile, the so-called M’s fans sit there knitting or sleeping not sure which but they certainly aren’t cheering like the other teams fans",joy
3235,"@HillaryClinton evidently @realDonaldTrump feels above #norms. SHOW the #tax return, if you have nothing to ",fear
1280,@josephperson Cam is still rattled from the backlash he received when he made the black QB comment and suffered the wrath of White America.,anger
3523,"#twitter #users Tweeting on twitter is like playing a game against the computer. Where's the life, Everyone too #afraid to say something?",fear
9631,My joy is not so light that I will allow Mondays shenanigans to take it away. Hello Tuesday I greet you with a smile,joy
1784,We're all in D. T. (Discipleship training or detox) for something. #messy #fearful #cutoff #choosefreedom #CryOut16,fear
1010,I didn't find out about this till today due to my bff telling me. I am so disgusted and offended by this.,anger
2402,"What a shamefull, unequal, dangerous and worrying world we live in nowadays!  #terrifying #Charlotte #terrorism #shitworldforourkids",fear
2798,@laura221b I don't think I've ever moved so fast in a panic in all my life 😂 Gave me such a fright 😓,fear
10051,I didn't give @chelsopat @s0ccer15 credit for bringing me chocolate milk so here it is 🙏🏼 #grateful,joy
3922,@coopah Worst than going to the morgue to do a positive ID. #horrible Reuters,fear
1217,Damn our offense is a mix bag of unpredictable lethal weapons I'm worried for Defense Coordinators 😁 #Chargers #Boltup #Recharged,anger
167,Candice on great british bake off with that pout does my head in 👊🏻🙄,anger
5476,@crazace76 it looks cool and animated well for pixel art !,joy
2794,"I love my mother, but talking about the recent horrific murders with her is exhausting. Is this really how America feels?",fear
5656,@jodikantor @nytimes only if YOU will pay for them and YOU will be responsible for them and their doings. #sober #real #blind,sadness
2965,Projection is perception. See it in someone else? You also at some level have that within you. #anger ,fear
11029,i think i'll be sad from today until 357632477 years later....im not getting over this sadness,sadness
76,Houston might lose a coach tomorrow or by midnight.  #yikes #offense?,anger
2820,anxiety level- 100,fear
5876,Why can't you just be mine. #forlorn,sadness
6143,@Uber_RSA when you click over and over again for a cupcake but there are no vehicles available... #sadness,sadness
280,"Y'all bitches be so angry and bitter, that must truly suck lol",anger
3693,Beginning the process to see if working is an option. #mentalhealth #complexptsd #nervous,fear
1727,The terror threat level really need to be raised,fear
9934,Codes? Lyft codes? We got em! Use: OATH #Great deals are here for you now  #LOVEISLOVE,joy
9771,I love being outside right before sunrise/after sunset because the sky is so bright blue and it brings me peace,joy
7712,"Are we making the dark, darker or are we shining the light of Jesus into the dark.\n #Jesus  #light #shine",sadness
4784,"@MalYoung @AngelicaMcD I hope to now see some levity, light, romance and happiness come Stitch and Abby's way after such a long hard road.",joy
5024,It is no coincidence that Lacan recorded infants' jubilant reactions to their mirror images in the noise.,joy
9832,@SSAFA Congratulations #DamianDagg and #JoshuaThorne. I wish you a  #future #together❤️,joy
1778,@TweetinderKaul @rupasubramanya @chandanwriter @TheQuint @ShivAroor future convicts rush in where TRP hogs fear to tread #HomilyHour,fear
7797,"Hey, everything is gonna be okay, may God kiss your weary face. Everything is gonna alright, let peace be yours tonight",sadness
7356,@Cex Waste of time had this before nothing gets done. Won't be using you again #awful,fear
4073,#GBBO can cheer me up ☺️,joy
38,@talkRobyn oh dear I have to watch this the woman with the pout did well,anger
6024,An hour played and @ASFCofficial have conceded less at West ham than @ManUtd have at northampton.  Let that sink in.,sadness
3764,"Anytime @perezed gets near a mic, someone needs to smack him w a bat. @BBTN  #marblesinmouth",fear
1215,"@Darren_Hammer amen, nothing personal mate, just tired of all of the complaining from our fans, it's Been a relentless tirade of misery",anger
1540,I wanna kill you and destroy you. I want you died and I want her back. #emo #scene #anger #fuck #die #hatered,anger
7153,Letting go of anger is key to happiness. Please help me let go of these angry feelings. #happiness #anger,anger
1306,@Cass_Pennant @frankbrunoboxer @WestHamUtd @davidgold @MaccaFrank @JonjoHeuerman @WestHamMagazine @CasualMind_ @karren_brady it's an insult.,anger
4023,Shanghais chief distracting levity pampa - proper dingle carry away: uUDQujcia,joy
8678,@stevenwellings @NextBigPod Yeah good shout. If the build up is acrimonious then the aftermath should reflect that.,anger
8297,@vvixie Thanks bby 💚 tiff got a pair too so I'll probably steal hers lol,anger
9785,It was a great feeling being able to cheer you on while you passed me at your second bike loop this weekend. Great race @SebastianKienle !,joy
6697,"@EllenMellon_88 Got #mybrokenfoot running Great North Run, can't wait to run again in a few months time - be mostly dark then! #ukrunchat",sadness
3139,@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player #bully,fear
9233,I've been wanting to do a shoot at the waterfall but after I saw a snake at the river I'm scared now 🙁,fear
9263,we averaging 2 anxiety attacks a day now. 'chea.,fear
5443,"I mean, is she supposed to seem joyous when she's talking Rodrigo Duterte, ISIS, the American economy, etc.? Think about what you're saying.",joy
3154,The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now.,fear
2679,@mikefreemanNFL \nIsn't OBrien supposed to be some sort of offensive genius ,fear
5307,It breaks my heart seeing people down or upset.. I will try my best to make them smile or cheer them up 🤗,joy
479,"@Slippus @PureGym  yeah I received a fine today which I am furious about, currently appealing it after being a member for so long...",anger
3689,I dread this drive every Wednesday 😩,fear
7636,Happy to share my new video preview with some of my local fav's!\n#compose #excitement @CBCMusic @Musicyyc  @CJSW @BreakOutWest @HifiClub,joy
1841,@Burnt_Out_Darth @theaterofscifi thanks. ,fear
6563,"Honestly don't give af who wins out of us and pine, I'm just worried about getting drunk Saturday night😂",sadness
10561,feeling like a grim reaper all day hehehe\n9 days pa 🎩✉️,sadness
7721,@imaorangepeeler Imagine you walking up them sober 😉,sadness
211,New madden kicking 🚮,anger
3202,At the end of the day I know that my kids will never worry about me leaving them 💕,fear
2888,@maggyvaneijk Old age?! No hope for the rest of us. Destined to become deatheaters by 50 ,fear
5744,Listening to @wdwradio at work is my slice of sunshine in this dreary cube world #9to5life,sadness
9651,@DaddysLittleK Wow I've just spotted the cutest human being alive #blessed 😍,joy
9341,The wave of militancy and #terrorism has been almost destroyed in #Fata by the efforts of #PakArmy #ThankUBajwaFairPakistan,fear
6955,@ThomasEWoods I would like to hear a podcast of you going off refuting her entire article. Extra indignation please.,anger
4387,#ContentwiththeLordsPortion:O satisfy us early with thy #mercy;that we may #rejoice &amp; be glad all our days.#Ps 90:14 #gladness #joy #delight,joy
2893,What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation #fear #success #hustle,fear
4319,"Ive learnt that a #smile and good #morning goes a long way, and saying #thankyou goes even further.  #quote #retweet #inspire",joy
6964,calling me ugly isn't even an insult bc i know already,anger
9513,@whounfollowedme - I'm #very #glad to see You in my community !,joy
5456,"it gets better. without explanation; you just wake up one morning and you’re just happy, totally and utterly elated.",joy
4774,"Being a veteran just totally got me out of a ticket. I'm elated right now, close call.",joy
2656,"I'm mad at the injustice, so I'm going to smash my neighbours windows'.  Makes perfect sense.  #CharlotteProtest #terrible",fear
5148,A former diplomat is quite gleeful about the situation of Pakistan on @TimesNow\nNot quite stiff upper lip of diplomacy seen normally,joy
1647,"If ydu yell 'fire' in a crowded theater you will burst into flames. It's a cool trick, bu: only once.",anger
5960,"Like, 'loon attic'. Luckily it quickly sunk in that it was the wrong pronunciation, but I still couldn't stop saying it. It just stuck.",sadness
1889,"There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 #awful",fear
2251,"#ntfc mourinho is worried,  bringing Ibra  and Rushford on.  #panic",fear
1480,new madden 16 video was gonna be up but xbox is being an ahole and not going through 🙄🙄 #struggles,anger
7199,James Clapper 'scary and disturbing'.  #25thAmendmentNow #ImpeachTrump  #terrified #nuclearcodes  #Godhelpus,anger
9682,Happy birthday to @LauraJillSomers! Hope you have a lovely and wonderful day. :) *fellow Cancer fist bump*,joy
2437,@JTregManc it's fair to say he's been a bit timid compared to what I've been known to see from him,fear
10654,Who's excited? The mighty @QLDmaroons or the @NSWRL #maroons #blues gonna be a spectacular game @suncorpstadium 🙋🏽‍♂️🙋🏽‍♂️ #Qld by 8,sadness
1338,@EagleGiles23 @tgilmore_92 what I miss? #outrage,anger
1921,@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. ,fear
10629,MICHAEL HOLLLLLY SHIT. #lost,sadness
6299,"Take heart amid the deepening gloom that your dog is finally getting enough cheese. ― National Lampoon, 'Deteriorada'",sadness
1919,For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary #terror,fear
6892,"@narcissusheiyan  maybe it'd have been different if I stayed for sixth form? But still, the oppressive architecture, uninteresting people",sadness
4714,@DJ_Musicologist #Disney's 1994 #animated #musical #film #TheLionKing was influenced by #WilliamShakespeare's #Hamlet. Songs by #EltonJohn.,joy
4556,@xiankiefer @TheLincoln Book 5! It's so sprightly &amp; fun cuz he'd been reinvigorated by the Harry Potter series. I'm not kidding.,joy
2681,Unbelievable from McDavid and Matthews. Lundqvist can do nothing but shake his head #WCH2016,fear
3665,"haww I think Nawaz should have spoken about Indian funding to BLA in Balochistan, Kulbhoshan Yadhav and how India used TTP for terror!",fear
7876,Haven't been on a holiday abroad in two years how depressing is that btw☹️,anger
2848,#terror test ................,fear
10300,Lost my #happiness #my #earphone 😖😟 \nMy only fav thing #music 🎧🎵🎶\nAb nhi soon paungi songs mei 😑,joy
4485,@rheafraserx took them an awfy long time to spot their goal was disallowed ☺️ ,joy
7675,Exciting day ahead...lunch @Panoramic34 with the girls #Foodie #yummy #myday #Friends,joy
112,#Hudcomedy #AdamRowe  #insult Slutfaceshlongnugget,anger
2696,I want to be a woman who #overcomes obstacles by tackling them in #faith instead of tiptoeing around them in #fear. Renee Swope,fear
3865,"“It is not #death, that most people are #afraid of. It is getting to the end of #life only to realize that you never truly #lived.”",fear
3312,Q&amp;A with N. Christie @westernuHistory: fr. @marybethstart: What would Peter and Dardanella think of us knowing? #poorthings ,fear
8383,@SimplyMissYoung @PlayChoices Is it about rabid penguins on a plane,anger
308,"@Kruzer You're not stealing my girl, I've solo'd Crota's End flawlessly. Do not try or face the wrath of the machine 😤",anger
9534,All the bright places \n#movie💯😍,joy
7291,Time to #impeachtrump . He is #crazy #mentally #sick and spews #hatred . #America is in trouble with him having #access to #nuclearcodes 👎👎,anger
4893,@emilyycos the other 26 was last night at 2am while i watched the balls i animated bounce for 20 minutes figuring out what was wrong,joy
9766,Words can't explain how thankful I am that I woke up today! It's all I need to know how blessed I truly am! #iGotAnotherDayToCreateLife 😍,joy
4913,Love your new show @driverminnie  #hilarious,joy
3885,And here we go again 😓 ,fear
2716,@TheOnlySweeney their slogan should've been #start instead of #finish,fear
9582,"one of the crew talks of xer home planet, a massive sparkling world with immense moons",joy
5565,"You can tell the camp isn't happy purely through Bojan and Muni.\n\nBoth normally fab guys, yet completely dejected. Something isn't right..",sadness
10592,"@BdairAhmed @acmilan @VMontella :( hope to see niang start, then",sadness
6769,"@Jinath_Hyder I can't have alcohol on it, sadly, but it only flares up under very specific circumstances so I just need to be more careful",sadness
8553,@PrisUY Good point if let's say the Argentinian police would do 1/100 what they are doing we would see a lot of outrage by certain people.,anger
2042,@jaimeotero_ how about saying something like 'if you're concerned about privacy use it only in incognito mode'. #alarmist,fear
9485,persuade me into taking you out by using lively puns,joy
9322,@jeonahjumma dont worry abt it bb,fear
7538,It's not always about the getting but its about the receiving of what has already been given. Receive the joy made available! #jesus ,joy
5310,Hearing your parent say they're proud of you elicits infinite waves of unconceivable glee.,joy
9592,1. I'm grateful for love.\n2. I'm grateful for miracles.\n3. I'm grateful for music.\n#beatdepression #grateful,joy
5095,Zephaniah 3:17 He surely is rejoicing over us with singing...such romance and so needed today!!,joy
515,Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right #pout,anger
7184,maybe me and joey should have ignored each other on tinder and posted it on social media for a trip to Hawaii ☹️ #bitter,anger
3013,@LanaDelRey @Ocelottacash tfw ur fans panic cuz they think u cut ur hair,fear
2966,"@sandahlcarrie Your comments concern us, Carrie. Please DM your record locator and details.",fear
6873,"My house isnt always a mess but when it is, its when i have friends coming #mess #serious #twitter #problem #like #friends #filthy #home",sadness
5132,My siblings look all gangster &amp; I look all cheery 😅😂,joy
1575,"@lyskoi anyway, I found a short scale today that was perfect for my purposes. soft on the hands, won't aggravate my (now-chronic) tendonitis",anger
1218,Inner conflict happens when we are at odds with ourselves. Honor your values and priorities.  #innerconflict #conflict #values,anger
8538,Every attack on innocent life is a proof that we are slowly becoming inhuman and it hardly bothers anyone....sad! #AmarnathTerrorAttack,anger
8560,"big over sized clothes, hours of use for bad haircut, 😊 real big rage #🍑",anger
5191,"@rubeseatsinfo from here, it's but a short step to biweekly Community Meetings over a hearty meal of soy flakes",joy
1020,@RMCunliffe I don't read articles by people who rage about how horrible 'Cybernats' are. Got it?,anger
8679,@shahidafridi37 at his best.... Great to watch u go big sir. #tremendous hits \nDts boom boom Afridi 😍,anger
10339,In less than a month I get to see @NEEDTOBREATHE and @GavinDeGraw in concert with @lilbittysmitty and I already have zero chill! ,joy
7981,@zion_kuwonu @TheAustinPorter @nickmara y'all don't follow me yet and I'm ,anger
1380,Constantly fucking boiling and it's not ok,anger
5926,@Conorojo Loool understand the pessimism but it will 😂,sadness
4950,incredible that anthony weiner has been caught chasing a busty milkmaid across a park at double speed while jaunty music plays,joy
3058,Absolutely shocking. The decline of Rooney is a little embarrassing really!,fear
495,@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club ,anger
656,@swagalini ive been through the denial and anger i am in pure acceptance,anger
3305,If I could turn anxiety off--I would. #nooneunderstands #anxiety,fear
1929,Pakistan is the biggest victim of terrorism - Nawaz Sharif \nReally? It should have been biggest creator of terrorism. #UNGA,fear
9187,@abpnewstv @narendramodi What action is the government contemplating to apprehend the culprits? Condemning the incident is not enough.,fear
573,@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis ,anger
454,Mia has the worst road rage I have ever seen and she gets so mad when I put my hands on her windows lol,anger
9943,"#Worry steals your #happiness, robs your #energy. #success #quote #BertMartinez",joy
5970,@rclemmons much #sadness and #heartbreak,sadness
10985,"@RichardAArnold I miss you! 🙁 As soon as Piers Morgan has gone, I'll be back. Hope all is well with you 🙂",sadness
10239,"For many years I have despised olives, my thoughts on them have now changed. #delightful",joy
4887,Watching driven by food and @andrewzimmern going to Devon Ave to eat nihari makes me gleeful af,joy
4944,"Well, this is cheery. #MrRobot",joy
8228,Never seen such embarrassing tantrums from a grown man as the ones from @dwpoker on #MasterchefUSA ...great example for your child there 👌🏼🙄,anger
6184,@TaylaStJames it happens and Vegas isn't the only origin thats prevelant #sadly,sadness
3376,@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. ,fear
3633,@WestHamUtd why does the ticket website never work? Trying to buy Palace tickets and it's impossible and says there's an error #awful,fear
2484,Follow this amazing Australian author @KristyBerridge #fiction  #zombies #angels #demons #vampires #werewolves #follow #authorlove,fear
108,Don't chase fame\nif you're going\nto resent it\nwhen it starts\nchasing you'\nWRDSMTH,anger
4768,@bruins_514 @gorddownie @thehipdotcom It would be #TragicallyHip if they can #help @TOYSFORASMILE make #hospitalized  #sick #kids #smile 😊✌❤,joy
1832,Everything you’ve ever wanted is on the other side of fear. –George Addair #ThursdayThoughts #yourpushfactor  #life #quote,fear
8399,"@KaiJest « crouch, as though she is about to attack. She launches herself into the air towards me and explode in tiny dazzling orbs of »",anger
9908,@kristeen_battle Your AVI♥♥♥A-one #smile #hairstyle #pretty,joy
10837,@ananavarro I don't even read the news anymore is to depressing,sadness
7480,Don’t let the fear of losing be greater than the excitement of winning. ~Robert Kiyosaki\n\nAllOutDenimFor KISSMARC,joy
10796,It's #AmazonPrimeDay! And I'm #broke. So in reality it just another day for me #depressing,sadness
1113,@Bungie spent over 2 fucking hours and still can't get that dam SIVA fragment on Fellwinters peak mountain #angry,anger
9234,"Difficulties are meant to rouse, not discourage. The human spirit is to grow strong by conflict. William Ellery Channing",fear
4124,Pochettino buoyant. Complimentary about his young players. But says 'now our attention turns to Middlesbrough'. #THFC @BBCLondonSport,joy
10445,"@LuckyStarLights I skip anything below 718 score tbh. Finding other fully SI horse teams is fun though, I added a few through arena. 🤣",joy
5247,Twitter is a font of endless hilarity.,joy
966,Sting is just too damn earnest for early morning listening. #sting,anger
4030,f breezy,joy
8241,@zae200012 I know it bothers me that u worry my love@zae200012 😢😢,anger
7716,Excited to watch #stateoforigin tonight! Come on NSW #origin #blues #nsw #qld #nrl,sadness
4931,The #most wasteful day is a #day without #laughter,joy
376,Eat my ass' is no longer an insult,anger
6090,Snores on TL. Boredom sunk in.,sadness
928,When a grown adult doesn't drink or has never drank before I just assume they were raised around a raging alcoholic and they want no parts.,anger
5302,"Dear everyone at HSSU, stop walking with your phones up so I can smile and wave at you and you can smile and wave back :(",joy
324,i feel furious,anger
1802,"Happy Birthday to my favorite author, @StephenKing  #writer #author",fear
4048,Why have I only just started watching glee this week I am now addicted 🙄 #glee #GLEEK,joy
4580,Life izn't about pleasing each others...😕\n\n #hell #with ,joy
8667,"@SweatbandActive Bullies, rudeness and littering all make me #mad!",anger
5856,"But When it come to a serious situation, I be glad I gave it deep thought 💯",sadness
7991,@wine_mum_ @Bob_Lawblaw Please. Don't insult Goths.,anger
4793,Currently listening to @ScottFoxonair &amp; @KatCallaghan @Z1035Toronto podcasts!! Can you guys please move to #yvr ?  #missyou,joy
7720,"Remember, for everything you have #lost, you have gained something else. Without the #dark, you would never see the #stars.",sadness
8719,They promised I would go blind but I still got 20/20 ,anger
2378,"She: Why are you listening to The Eurythmics?\nMe: It's a Polish Gothic Metal band.\nShe: Why do I even ask... (exits room, shaking head)",fear
9378,Why so sensitive?! Did someone put you in your place???? #awe #shutthefuckup,fear
6046,@OpentheDoorRadi thanks for playing Crock Pot Going #radio #blog #blues #music #indiemusic,sadness
5766,Depression sucks! #depression,sadness
8862,@hugnkiss Ugh you just set me back like five more years on it now ,fear
4148,ari looks hilarious oh my g d this is too much,joy
3669,"But 'for me not to worry, they'll get a glass guy over and bill us for it'",fear
6011,Can I just sulk in peace 😂,sadness
7323,Theo's comment at the end😂 do one Tyla. #horrid #loveisland,fear
5839,Already plotting next steps if I get cut off by the same minivan in tomorrow's drop-off line. #preschoolpolitics #momthings #serious,sadness
9559,@lifevantage @MissBeccaClark you should make this for us! #yummy,joy
10353,"There's no better way to relax than putting on a face mask, having a bath while drinking tea and listening to John Mayer #bliss",joy
1210,@macmel19 come play madden at my house after school,anger
7561,Bedtime. After a full listen of Lou Reed's album Transformer. Full albums are underrated these days. #back2back #enjoyment 💿 🎶 x,joy
8215,Internet 😠 Waiting 15 minutes for my Snapchat to update and it's only a fraction done.,anger
2950,@AOLUK @JamesHayr @TheDrum Anychance of addressing the communication I sent to you yesterday??? I still haven't had any contact #shocking,fear
6766,Rooney = whipping boy. #mufc #sad,sadness
6551,"Going off reports on Sky, Stoke played ok tonight. Think i'll stay off the messageboard tonight though -it will be grim on there :/",sadness
10179,Never underestimate yourself ; you might be the little voice of reason.... #do #good #believe #rise #communicate #respect #love #everyone 😘,joy
5505,jasperino - buoyant - Session.Six,joy
1961,I thought the nausea and headaches had passed but lol I feel awful today,fear
5067,Thank you disney themed episode for letting me discover how amazing the @BlackishWriters are! ,joy
3468,"@soozclifford Sure have... Sydney are too tough, too quick and their 'team' pressure is too much for the Cats to handle. Motlop/Cowan #timid",fear
7938,'A #nation is a #society #united by #delusions about its #ancestry and by common #hatred of its #neighbors.' #Fact #TeamFollowBack,anger
10123,Enter this code for 10 free Lyfts TRIX # Telegraph #shapely #sparkling,joy
8569,"@StevieRenee3 @realDonaldTrump It's what they'll be known for. Temper tantrums, obstruction, working against the American people.",anger
8867,solar eclipse = annoyed mood but grateful. #cantwait #awe #cool #soon,fear
8134,I have a fiery passion for dogs because of how destructive they are.,anger
120,Gotta wonder why Caller Max listens to the show in the first place if you so incense him @MSignorile,anger
3597,That was a fast response madrid.....Zidane threaten unuh,fear
9745,Going to #BigApple tomorrow! Loving #NJTransit #commute! Wearing #khakis #whiteshirt #maybeblue #brownshoes #macys #joy #jealousyet?\n#usa,joy
5130,2 days until #GoPackGo and 23 days until #GoGipeGo..... I'm so excited! #smiling,joy
6751,"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..'  #blm",sadness
3435,This maybe a new start but it will always be align with the end. #start #forward,fear
3790,"@ThomasHCrown @laurakfillault As a historic evangelical, I wonder if the Donatists had a point? What dreadful clergy in my fmr. circles.",fear
7355,@ThePerfectBrit || I smell your fear.,fear
1269,"At the point today where if someone says something remotely kind to me, a waterfall will burst out of my eyes",anger
6320,"What we think, we become. -Buddha #recovery #addiction #sober #sobriety",sadness
7118,"@ehtesham_toi @RaviShastriOfc unfortunate decision, our players are more of superstars than cricketers. BCCI scared of their tantrums.",anger
4222,I'm always smiling so that's why I'm always happy 😂,joy
8357,Nothing joyful has happened to me. My grief and hatred just keep increasing!,anger
2772,I'm so nervous,fear
10543,@shilengG Heeeeeey shilaaang 🙁,sadness
3697,Radio shake mutli directional mike it might sound cheap but the sound wasn't that bad and you could do some mixing.,fear
5595,Thanks to all the #sober drivers. The real winners of the night! #ClemvsGT,sadness
8763,"Catching up on Greys, almost couldn't make it through two episodes because of how sad the storyline was. Two best/worst eps for me. ",anger
3721,@mcrichard awe that's adorable,fear
5727,"I don't know why everyone is pretending to be sad about angelina and brad, everyone knows his dumb ass should've stayed with jennifer.",sadness
1695,"I think it's time to change my #irate motif, now that #TalkLikeAPirate Day is over, but...Pirate Minion is so cute, I don't want to. 😟",anger
5065,And you as well! #sparkling @cherebork @MelissaJoyRD @SarahKoszykRD @eat4performance @rustnutrition @jenhaugen,joy
5139,"You don't smile and you say you're in love, but that's why I don't love",joy
7520,Mood : Happy 🙂 #blessing,joy
4991,Google caffeine-an sprightly lengthening into the corridor re seo: WgJ,joy
8649,My soon to be ex wife needs to learn to chill out &amp; smile ,anger
9692,@BollyBigBolt #cheerful That pink makes the other colours pop! x,joy
105,Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps,anger
7055,@maidinaustralia D: That's horrid. *hugs*,anger
6383,@mcjamie sadly. It's just.. Did the dude have to yell out the frogs name at the Clinton rally that one day. It changed everything,sadness
6065,Theyve substituted the hood for a badge and gun.' Public opinion is indictment of Charlotte police. #dark #sadtimes #america #race,sadness
7844,"Mothafuckas wanna adopt the dark, but I was born in it",anger
10496,Happy birthday annie!!!!!!!!!!hope you have the most #best #beautiful #blessed #brilliant #balsamic #bighearted #birthday ever @anniecarney_,joy
3041,"Really.....#Jumanji 2....w/ The Rock, Jack Black, and Kevin Hart...are you kidding me! WTF! #ThisIsATerribleIdea ",fear
9585,@kaylynreynolds @katycpstrong Ha brilliant 😂. Its really not ok is it 🙁 xx,joy
4065,"Good morning, Trondheim! #optimism #productivity ⛅️❤️🇳🇴🏢💻🖥🏋🏻💪🏼📺🍿",joy
6255,HATE that there's ads for #depression &amp; #mentalhealth #meds. That's ONLY something your doctor can determine. Everyone is different. #ssri,sadness
5917,"@nigeriaLNG @TonyAttah #lestweforget 3 yrs on, 2013 Graduate Trainee recruitment not concluded. #disappointed #weary however  #wewait",sadness
3845,"@madhav_pastey moral of the story, never check mails in the night. PS. Most notices have nothing much to worry about. @ashwinikn",fear
5291,Question for all the cheerleaders who ages out!!\nHow to I make my senior year of cheer more memorable,joy
126,@TheRevAl please tell us why 'protesting' injustice requires #burning #beating and #looting terrible optics #toussaintromain is true leader!,anger
7530,My new favourite #film with out a shadow of a doubt it #Okja #beautifull #funny #sad #emotional #real #Netflix #MUSTWATCH #now,joy
7255,My best friends driving for the first time with me in the car #terrifying,anger
783,"How can I tell Happy Anniversary, when u are not happy.. #bitter #ampalaya #paitpaitanangpeg",anger
10569,"@HughShows Ha, sadly not: just the undying respect of your peers, I'm afraid...",sadness
5151,Am I watching #BacheloretteAU or Zoolander ? #hilarious #samvrhys,joy
9331,"Sad to hear interviews w/ Trump voters, now terrified abt losing healthcare\n\n#npr #cnn #HuffPostPol #nyt #WaPo #AP_Politics #BBCnews #msnbc",fear
8505,Fast and furious marathon soon! ✌🏻,anger
3884,@jessespector @nasboat old rich white religious guy supports republicans. Not shocking at all.,fear
5806,Gonna be a loooooong year as a Browns fan. Longer than normal and that's ,sadness
826,Get to the gym and discover I forgot to put my gym shoes back in my bad 😤 #rage #wwhhyyy,anger
9530,"@marcrileydj Looks like City fans are already blaming the ref for a shock defeat at Bournemouth, #amusing",joy
10262,@AquaticQueenM -He laughs back- 'I may act all grim but I hate see you upset.',joy
353,@KClarkSC2 @JohamasSC2 with their faggy colors are nice' is ok too. Even tho some might take offense because WORDS LOL.,anger
3982,Whatever you decide to do make sure it makes you #happy.,joy
1795,@Red9Nick @Audi_Nutz @NickBuck08 @Thompson2Neil @Insaniti_LFC @knoller2 @KemlynRoadStand @godisared don't be shy their great people👍🏻👍🏻,fear
10411,You ordered a baby but now you want the chef to take it back #CrownAndCollards 🤣,joy
6644,This nigga doesn't even look for his real family 🙄😂 ,sadness
9883,Wooo so happy right now! Just bought my tickets to see @NiallOfficial next summer in Dublin.Can't wait 😁 #niallhoran #Dublin #music ,joy
4092,Watch this amazing live.ly broadcast by @swagrman_fan  #musically,joy
2283,@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses?  #solate,fear
5515,Banger sit in 2013 reason why we great doings him alias for why we rejoice in he.: kzfqR,joy
999,There are adults commiting serious crimes in the name of protest.(like burning a library) how are we just expecting them to get a warning?,anger
1403,Happiness is the best revenge,anger
7334,"#Worry, #doubt, #fear and #despair are the enemies which slowly bring us down to the ground and turn us to dust before we die.",fear
90,My nephew sees that i have a frown on my face and he tells me 'you're  beautiful '!😢💞😩,anger
1118,"@ParrishWalton @kjmgolf Also, our best assets on offense are our RB's and our WR's (longterm). Have to have an offense to utilize both.",anger
5084,"The T.I / Shawty Lo beef is one of the more underrated ones in hip-hop history. Chock-full of wit, bravado and hilarity.",joy
3365,“We can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.”–Plato,fear
1612,"Note to self ~ Stop laughing at things that offend you, it's ok to get mad at people \n #NoteToSelf  #mad #upset",anger
1162,The way @AvailableCar wash their hands of their mistakes is disgraceful. Left driving round on a tyre that can burst at any moment,anger
7997,"Consider the language. She says DJT Jr. Sought, wasn't promised, dirt on HRC. Will inflame the left, may compel the right to lash out.",anger
4170,"@Singaholic121 Good morning, love! Happy first day of fall. Let's make some awesome #autumnmemories #annabailey  ",joy
9409,"Thankful for...job, healthy, sober, happy as hell about things...still have a panic attacks every time I put my sunglasses on.",fear
4109,Watch this amazing live.ly broadcast by @kana_blender #lively #musically,joy
6852,@OHSOVICTORIOUS_ @FaZeAdapt We all seen it coming.. it's sad. But her Instagram comments on her pics are funny. Adapts fans blew it up 😂😂😂,sadness
9353,"'I have a problem with authority.'\n\n'Oh, you mean you hate being told what to do?'\n\n'No. Authority figures just terrify me.'\n\n#SocialAnxiety",fear
50,"In  fact,  sometimes i don't get furious at people who wrong me, but   i get  furious at  myself  for being  a  fool.",anger
2857,"@GlobeChadFinn Sadly, not enough names.  The whole farewell tour situation would make me shy away from good value b et.",fear
8402,#congress start charging back the dems #for taxpayers money waisted #pissed off with u,anger
